id,AuthorID,Author,DateTime,Content,Attachments,Reactions,Attachment_type,ReactionsCount,Channel_name,Content_Length,dt,created_at,created_by,Dimension
70728,811143997631758358,Explorin#4311,2021-10-08 23:01:00,"What is Design Thinking, @Rupam ?",null,null,null,0,design,33.0,2021-10-08,2022-07-14 13:43:12.841135,Utkarsh,Career_Passion
70729,896085940647366676,abhishek_explorin#5153,2021-10-08 23:01:00,there won't be much difference between machine and human,null,"❤️ (3),😲 (3),🔥 (3)",null,9,college-life-problems,56.0,2021-10-08,2022-07-14 13:43:12.845331,Utkarsh,Mindset_Mentorship
70730,816297447956676619,Srishti#0907,2021-10-08 23:01:00,What happens if you over manage?,null,null,null,0,college-life-problems,32.0,2021-10-08,2022-07-14 13:43:12.849832,Utkarsh,Mindset_Mentorship
70731,824899964655370241,Rupam#3277,2021-10-08 23:01:00,For that you have to learn about time management matrix😛,null,👀 (4),null,4,college-life-problems,56.0,2021-10-08,2022-07-14 13:43:12.854116,Utkarsh,Mindset_Mentorship
70732,896085940647366676,abhishek_explorin#5153,2021-10-08 23:01:00,there should be an optimality in time management. It shouldn't be over managed either 😛,null,"💯 (5),🤓 (4),❤️ (3)",null,12,college-life-problems,87.0,2021-10-08,2022-07-14 13:43:12.858434,Utkarsh,Mindset_Mentorship
70733,811143997631758358,Explorin#4311,2021-10-08 23:02:00,ohh! I am curious now. What is the matrix all about?,null,null,null,0,college-life-problems,52.0,2021-10-08,2022-07-14 13:43:12.863092,Utkarsh,Mindset_Mentorship
70734,816297447956676619,Srishti#0907,2021-10-08 23:02:00,Can someone learn visualization @Mk ?,null,null,null,0,design,37.0,2021-10-08,2022-07-14 13:43:12.868092,Utkarsh,Career_Passion
70735,811143997631758358,Explorin#4311,2021-10-08 23:03:00,What is the difference between http and https?,null,null,null,0,software-development,46.0,2021-10-08,2022-07-14 13:43:12.872493,Utkarsh,Career_Passion
70736,824899964655370241,Rupam#3277,2021-10-08 23:03:00,https://youtu.be/tT89OZ7TNwc,null,"❤️ (1),🤯 (3),🙃 (3)",null,7,college-life-problems,28.0,2021-10-08,2022-07-14 13:43:12.876934,Utkarsh,Mindset_Mentorship
70737,868781513385312256,jai2201#7481,2021-10-08 23:06:00,"https is basically - http + encryption or can also be called http over SSL(security socket layer)

Https establishes secured encryption connection between user , his request and the response given

Whereas http does not.",null,"👍 (2),👌 (1)",null,3,software-development,220.0,2021-10-08,2022-07-14 13:43:12.881599,Utkarsh,Career_Passion
70738,731603728293036055,Shlok#5529,2021-10-08 23:07:00,"Let it hurt, let it heal, let it go 😌",null,"🙇 (1),🤯 (3)",null,4,college-life-problems,37.0,2021-10-08,2022-07-14 13:43:12.886093,Utkarsh,Mindset_Mentorship
70739,896085940647366676,abhishek_explorin#5153,2021-10-08 23:08:00,Amen!!,null,"❤️ (1),💛 (1)",null,2,college-life-problems,6.0,2021-10-08,2022-07-14 13:43:12.890853,Utkarsh,Mindset_Mentorship
70740,868781513385312256,jai2201#7481,2021-10-08 23:08:00,"For having a more deep understanding , you may refer to -

https://www.venafi.com/blog/what-are-differences-between-http-https-0",null,"💯 (1),❤️ (1)",null,2,software-development,128.0,2021-10-08,2022-07-14 13:43:12.895681,Utkarsh,Career_Passion
70741,895642742036779009,Mk#4262,2021-10-08 23:16:00,"Yeah, I think everyone have stories to tell, and storytelling involves visualisation",null,"🤩 (1),😮 (1)",null,2,design,84.0,2021-10-08,2022-07-14 13:43:12.900422,Utkarsh,Career_Passion
70742,824899964655370241,Rupam#3277,2021-10-09 01:08:00,"I see design thinking as a creative problem-solving process. It starts with understanding the problem, exploring the solutions, and finally implementing the best possible solution.",null,😍 (2),null,2,design,180.0,2021-10-09,2022-07-14 13:43:12.905253,Utkarsh,Career_Passion
70743,824899964655370241,Rupam#3277,2021-10-09 01:10:00,nan,https://cdn.discordapp.com/attachments/894962555536179220/896119938517966888/1bd5b905-24ef-4376-aea4-31b73e3f83f1.png,null,image,0,design,nan,2021-10-09,2022-07-14 13:43:12.909783,Utkarsh,Career_Passion
70744,824899964655370241,Rupam#3277,2021-10-09 01:11:00,@Explorin You can refer to this for more detailed explanation.,null,null,null,0,design,62.0,2021-10-09,2022-07-14 13:43:12.914506,Utkarsh,Career_Passion
70745,816297447956676619,Srishti#0907,2021-10-09 01:13:00,Thanks for sharing @Rupam !,null,❤️ (3),null,3,design,27.0,2021-10-09,2022-07-14 13:43:12.919161,Utkarsh,Career_Passion
70746,811143997631758358,Explorin#4311,2021-10-09 22:47:00,"Meditation Done. 

Learning: Miracles happen when you have faith in the silence.",null,"💯 (3),❤️ (1)",null,4,college-life-problems,80.0,2021-10-09,2022-07-14 13:43:12.923442,Utkarsh,Mindset_Mentorship
70747,811143997631758358,Explorin#4311,2021-10-09 22:48:00,I also wanted to know the role of visualization in Creativity.,null,null,null,0,design,62.0,2021-10-09,2022-07-14 13:43:12.927863,Utkarsh,Career_Passion
70748,811143997631758358,Explorin#4311,2021-10-09 22:48:00,Thanks. It helped.,null,null,null,0,design,18.0,2021-10-09,2022-07-14 13:43:12.932212,Utkarsh,Career_Passion
70749,861866796977225769,himanshu#6252,2021-10-10 01:52:00,"Workout and meditation done for today! 
I was so tired to go to gym but I pushed myself and I went there! It felt amazing! 🎉🎉",null,😍 (4),null,4,college-life-problems,125.0,2021-10-10,2022-07-14 13:43:12.936871,Utkarsh,Mindset_Mentorship
70750,811143997631758358,Explorin#4311,2021-10-10 12:40:00,good to hear that!,null,🎉 (1),null,1,college-life-problems,18.0,2021-10-10,2022-07-14 13:43:12.941369,Utkarsh,Mindset_Mentorship
70751,816297447956676619,Srishti#0907,2021-10-11 02:29:00,"Reading Streak: Day 1

Finished one chapter of The Almanack of Naval Ravikant. 

Quote of the day: 40-Hour work weeks are a relic of the industrial age. Knowledge workers function like athletes - train and sprint then rest and reassess.",null,"👀 (1),😀 (3)",null,4,college-life-problems,236.0,2021-10-11,2022-07-14 13:43:12.945718,Utkarsh,Mindset_Mentorship
70752,811143997631758358,Explorin#4311,2021-10-11 03:18:00,"Meditation and Workout done.

Learning: Keep doing even on the days when you are not in your zone",null,👍 (1),null,1,college-life-problems,97.0,2021-10-11,2022-07-14 13:43:12.950187,Utkarsh,Mindset_Mentorship
70753,747173110108782643,Kishlay#5029,2021-10-11 09:48:00,Meditation and Workout done.,null,🥳 (1),null,1,college-life-problems,28.0,2021-10-11,2022-07-14 13:43:12.954584,Utkarsh,Mindset_Mentorship
70754,811143997631758358,Explorin#4311,2021-10-11 16:27:00,what do you do in the workout?,null,null,null,0,college-life-problems,30.0,2021-10-11,2022-07-14 13:43:12.959587,Utkarsh,Mindset_Mentorship
70755,707254616768774225,radhajayaraman#0544,2021-10-11 16:29:00,Spent time with my guitar :),null,😍 (2),null,2,college-life-problems,28.0,2021-10-11,2022-07-14 13:43:12.964581,Utkarsh,Mindset_Mentorship
70756,868781513385312256,jai2201#7481,2021-10-11 16:30:00,"Workout Done!
Made a new PR 😌",null,🥳 (1),null,1,college-life-problems,29.0,2021-10-11,2022-07-14 13:43:12.968872,Utkarsh,Mindset_Mentorship
70757,747173110108782643,Kishlay#5029,2021-10-11 18:19:00,"Jogging,Push ups , Sit ups and streaching.",null,💯 (1),null,1,college-life-problems,42.0,2021-10-11,2022-07-14 13:43:12.973206,Utkarsh,Mindset_Mentorship
70758,816297447956676619,Srishti#0907,2021-10-12 01:12:00,"Reading streak: Day 2

Started a new audiobook - The Lost Apothecary, based in London with a hint of magic and mystery!",null,💯 (2),null,2,college-life-problems,119.0,2021-10-12,2022-07-14 13:43:12.977925,Utkarsh,Mindset_Mentorship
70759,811143997631758358,Explorin#4311,2021-10-13 00:28:00,"Day 3 - Meditation and workout 

Had a beautiful day",null,💯 (2),null,2,college-life-problems,52.0,2021-10-13,2022-07-14 13:43:12.982885,Utkarsh,Mindset_Mentorship
70760,816297447956676619,Srishti#0907,2021-10-13 02:10:00,"Reading streak: Day 3

Read a few pages of ""A Woman in White""",null,null,null,0,college-life-problems,61.0,2021-10-13,2022-07-14 13:43:12.987317,Utkarsh,Mindset_Mentorship
70761,868781513385312256,jai2201#7481,2021-10-13 02:11:00,"Workout - completed!

Had a great day for mind, wrote and solved logics",null,"🥳 (1),🥰 (1)",null,2,college-life-problems,71.0,2021-10-13,2022-07-14 13:43:12.991863,Utkarsh,Mindset_Mentorship
70762,756779278972223538,rashwal#0936,2021-10-13 02:16:00,"Reading- done(read 30pages of Stillhouse lake)
Gym- done
Writing- done(worked on some content, yet to work on something creative)",null,😍 (3),null,3,college-life-problems,129.0,2021-10-13,2022-07-14 13:43:12.996473,Utkarsh,Mindset_Mentorship
70763,747173110108782643,Kishlay#5029,2021-10-13 13:30:00,Workout done,null,🥳 (1),null,1,college-life-problems,12.0,2021-10-13,2022-07-14 13:43:13.001089,Utkarsh,Mindset_Mentorship
70764,816297447956676619,Srishti#0907,2021-10-14 00:07:00,"Reading streak: Day 4

Back to listening to a few chapters of The Lost Apothecary. An interesting quote:

""It felt as though the Universe, in her strange and nonsensical way meant to reach out to me, to remind me if the enthusiasm I once had... If only I could look beneath the dirt that had accumulated over time""",null,null,null,0,college-life-problems,314.0,2021-10-14,2022-07-14 13:43:13.005365,Utkarsh,Mindset_Mentorship
70765,816297447956676619,Srishti#0907,2021-10-15 01:32:00,"Reading streak: Day 5

Finished a chapter of the Almanack of Naval Ravikant. He touches almost every topic from startups to studies to passion to health to acceptance. What a wealth of information!",null,💯 (4),null,4,college-life-problems,197.0,2021-10-15,2022-07-14 13:43:13.010169,Utkarsh,Mindset_Mentorship
70766,707254616768774225,radhajayaraman#0544,2021-10-15 01:36:00,Guitar streak: day1,null,❤️ (2),null,2,college-life-problems,19.0,2021-10-15,2022-07-14 13:43:13.014474,Utkarsh,Mindset_Mentorship
70767,811143997631758358,Explorin#4311,2021-10-15 16:14:00,"Meditation and workout done!

Excited for the new beginnings ✨! I'm gonna have one of the most productive days of my life, i.e gonna have a day full of love",null,😍 (2),null,2,college-life-problems,156.0,2021-10-15,2022-07-14 13:43:13.018826,Utkarsh,Mindset_Mentorship
70768,824899964655370241,Rupam#3277,2021-10-15 22:10:00,"End sem prep: day 1 done
Feeling really proud😌",null,"🤯 (3),😇 (2),🥳 (1)",null,6,college-life-problems,46.0,2021-10-15,2022-07-14 13:43:13.023272,Utkarsh,Mindset_Mentorship
70769,816297447956676619,Srishti#0907,2021-10-15 22:12:00,Dedication 🙏,null,😛 (2),null,2,college-life-problems,12.0,2021-10-15,2022-07-14 13:43:13.028087,Utkarsh,Mindset_Mentorship
70770,816297447956676619,Srishti#0907,2021-10-16 01:00:00,"Reading streak: Day 6

Continued listening to the Almanack of Naval Ravikant, a chapter on Acceptance. 

He suggests that the best way to respond to any situation is to think - what's the benefit here? For eg: He got late for a meeting and so his benefits were to walk a little longer in the nature or to avoid some more time in that boring meeting. After a while, the brain automatically looks for benefits instead of losses",null,😍 (6),null,6,college-life-problems,425.0,2021-10-16,2022-07-14 13:43:13.032494,Utkarsh,Mindset_Mentorship
70771,861866796977225769,himanshu#6252,2021-10-16 01:10:00,I am on rest with my workout! Would start it again next week! 🥳,null,❤️ (4),null,4,college-life-problems,63.0,2021-10-16,2022-07-14 13:43:13.036785,Utkarsh,Mindset_Mentorship
70772,861866796977225769,himanshu#6252,2021-10-16 01:10:00,This is a great insight!,null,"💯 (3),👀 (1)",null,4,college-life-problems,24.0,2021-10-16,2022-07-14 13:43:13.041362,Utkarsh,Mindset_Mentorship
70773,731603728293036055,Shlok#5529,2021-10-16 02:58:00,"Today I observed and realized that satisfied life is much better than a successful life.
Satisfaction = our inner peace
Successful = third party measure

We should give our best, celebrate the process and be satisfied. Success will find us one day 🤪",null,"😯 (7),🤩 (2)",null,9,college-life-problems,249.0,2021-10-16,2022-07-14 13:43:13.045677,Utkarsh,Mindset_Mentorship
70774,861866796977225769,himanshu#6252,2021-10-16 03:22:00,Indeed @Shlok! I am glad you have come to such a realisation so early in your life! ♥️🥂,null,🙇‍♂️ (1),null,1,college-life-problems,87.0,2021-10-16,2022-07-14 13:43:13.050120,Utkarsh,Mindset_Mentorship
70775,811143997631758358,Explorin#4311,2021-10-16 03:23:00,🥲🤫,null,null,null,0,college-life-problems,2.0,2021-10-16,2022-07-14 13:43:13.054518,Utkarsh,Mindset_Mentorship
70776,811143997631758358,Explorin#4311,2021-10-16 03:23:00,🤩🤩,null,🙇‍♂️ (1),null,1,college-life-problems,2.0,2021-10-16,2022-07-14 13:43:13.059161,Utkarsh,Mindset_Mentorship
70777,868781513385312256,jai2201#7481,2021-10-16 04:17:00,"Workout done - ligaments phase over, muscles part started!

Back to light weight.",null,"😍 (3),🙇‍♂️ (1)",null,4,college-life-problems,81.0,2021-10-16,2022-07-14 13:43:13.064159,Utkarsh,Mindset_Mentorship
70778,824899964655370241,Rupam#3277,2021-10-16 22:04:00,"End sem prep: Day 2 done
May not be continuing the streak tomorrow
I am finding the courses really boring.. Thinking of going to campus after end sems XD",null,😛 (4),null,4,college-life-problems,153.0,2021-10-16,2022-07-14 13:43:13.068621,Utkarsh,Mindset_Mentorship
70779,707254616768774225,radhajayaraman#0544,2021-10-16 22:37:00,Guitar streak. Played some really good songs.,null,😍 (4),null,4,college-life-problems,45.0,2021-10-16,2022-07-14 13:43:13.073184,Utkarsh,Mindset_Mentorship
70780,811143997631758358,Explorin#4311,2021-10-16 22:38:00,"Meditation done

Having a peaceful day",null,❤️ (4),null,4,college-life-problems,38.0,2021-10-16,2022-07-14 13:43:13.077804,Utkarsh,Mindset_Mentorship
70781,811143997631758358,Explorin#4311,2021-10-17 21:56:00,"Workout and Meditation done!

Learning: Controlling desires and Chasing goals will take you into the world of your dreams",null,🤩 (2),null,2,college-life-problems,121.0,2021-10-17,2022-07-14 13:43:13.082064,Utkarsh,Mindset_Mentorship
70782,760346075994390538,argus#2468,2021-10-17 22:54:00,"Meditation and Exercises done !!

Getting back to routine 🧐",null,👏 (3),null,3,college-life-problems,59.0,2021-10-17,2022-07-14 13:43:13.086529,Utkarsh,Mindset_Mentorship
70783,824899964655370241,Rupam#3277,2021-10-18 01:01:00,"End sem prep day 3 done
Meditation done

I always thought that I will start doing meditation once I completely learn about how to do it but due to that, I was never able to start. I quitted that perfectionist mentality today and started it off finallyy🥳",null,😍 (1),null,1,college-life-problems,253.0,2021-10-18,2022-07-14 13:43:13.090980,Utkarsh,Mindset_Mentorship
70784,811143997631758358,Explorin#4311,2021-10-18 01:02:00,Itti jldi end sem?,null,null,null,0,college-life-problems,18.0,2021-10-18,2022-07-14 13:43:13.095521,Utkarsh,Mindset_Mentorship
70785,824899964655370241,Rupam#3277,2021-10-18 01:03:00,I mean day 3 done,null,null,null,0,college-life-problems,17.0,2021-10-18,2022-07-14 13:43:13.100283,Utkarsh,Mindset_Mentorship
70786,751843249907433606,rupz#8120,2021-10-18 01:35:00,And also today i read about worry tree from our platform. I liked the content so much and  found it really efficient.❤️,null,"❤️ (2),🥳 (1)",null,3,college-life-problems,119.0,2021-10-18,2022-07-14 13:43:13.104379,Utkarsh,Mindset_Mentorship
70787,816297447956676619,Srishti#0907,2021-10-18 01:45:00,"Reading streak
Continued with the Almanack of Naval Ravikant. 

Learning: Try being non-judgemental and non-reactive for a few minutes. Simply observe everything that is happening without thinking of its consequences. Be present in the moment 100%

It'll help restore peace and allow the mind to calm down from the over analysing every situation.",null,❤️ (4),null,4,college-life-problems,346.0,2021-10-18,2022-07-14 13:43:13.108856,Utkarsh,Mindset_Mentorship
70788,760346075994390538,argus#2468,2021-10-19 00:03:00,Meditation and exercises done 🔥,null,❤️ (3),null,3,college-life-problems,31.0,2021-10-19,2022-07-14 13:43:13.113297,Utkarsh,Mindset_Mentorship
70789,816297447956676619,Srishti#0907,2021-10-19 01:41:00,"Reading streak

Took a break from non fiction and went back to my roots. Read a chapter of a Tale of Two Cities. It's so well written, you can spend a day rereading a single page!",null,"😯 (5),😍 (1)",null,6,college-life-problems,179.0,2021-10-19,2022-07-14 13:43:13.117396,Utkarsh,Mindset_Mentorship
70790,751843249907433606,rupz#8120,2021-10-20 00:32:00,"Meditation done
End sem prep: day 4 done",null,"💯 (3),😍 (1)",null,4,college-life-problems,40.0,2021-10-20,2022-07-14 13:43:13.121654,Utkarsh,Mindset_Mentorship
70791,760346075994390538,argus#2468,2021-10-20 01:01:00,Meditation and exercises done!,null,👍 (2),null,2,college-life-problems,30.0,2021-10-20,2022-07-14 13:43:13.126273,Utkarsh,Mindset_Mentorship
70792,816297447956676619,Srishti#0907,2021-10-20 02:06:00,"Reading streak:

Read a bit of Atomic Habits today on identifying good and bad habits. 

There's a technique called Pointing and Calling. It says that if you speak out loud the task that you want to do, there are higher chances that you might do it since more senses are involved (over simplified summary)",null,🤩 (4),null,4,college-life-problems,305.0,2021-10-20,2022-07-14 13:43:13.130949,Utkarsh,Mindset_Mentorship
70793,811143997631758358,Explorin#4311,2021-10-20 05:13:00,Workout done! Getting back into shape 💪,null,💯 (1),null,1,college-life-problems,39.0,2021-10-20,2022-07-14 13:43:13.135190,Utkarsh,Mindset_Mentorship
70794,816297447956676619,Srishti#0907,2021-10-21 01:54:00,"Reading streak

Continued listening to the Almanack of Naval Ravikant 

Learning: Aim for more dialogue, less monologue",null,💯 (2),null,2,college-life-problems,119.0,2021-10-21,2022-07-14 13:43:13.139658,Utkarsh,Mindset_Mentorship
70795,868781513385312256,jai2201#7481,2021-10-21 01:55:00,"Workout done!
Again on light weights 😌",null,❤️ (2),null,2,college-life-problems,38.0,2021-10-21,2022-07-14 13:43:13.144258,Utkarsh,Mindset_Mentorship
70796,868781513385312256,jai2201#7481,2021-10-21 01:57:00,"Learned a new thing -
If you want to have a great communication , first make them comfortable with you!

If you want others to listen to you,

First start listening to them, try to understand their opinions , let them complete with their say

And then comment/reflect back to their comments.",null,"💯 (10),❤️ (3)",null,13,core-triggers,291.0,2021-10-21,2022-07-14 13:43:13.148759,Utkarsh,Mindset_Mentorship
70797,811143997631758358,Explorin#4311,2021-10-21 17:33:00,"Meditation done

Realization: The only thing that is timeless, changeless and formless is already within your heart. The only way to awaken is to make your mind servant to your heart.",null,"💯 (1),❤️ (1)",null,2,college-life-problems,183.0,2021-10-21,2022-07-14 13:43:13.153213,Utkarsh,Mindset_Mentorship
70798,811143997631758358,Explorin#4311,2021-10-21 22:16:00,Wow! Your zeal to unleash greatness is amazing beyond limits,null,❤️ (1),null,1,core-triggers,60.0,2021-10-21,2022-07-14 13:43:13.157696,Utkarsh,Mindset_Mentorship
70799,816297447956676619,Srishti#0907,2021-10-22 01:09:00,"Reading streak

Continued reading a few paragraphs of Almanack of Naval Ravikant. 

Quote of the day: Your biggest superpower is your ability to change",null,💯 (5),null,5,college-life-problems,151.0,2021-10-22,2022-07-14 13:43:13.162055,Utkarsh,Mindset_Mentorship
70800,760346075994390538,argus#2468,2021-10-23 00:18:00,Meditation and exercises done!!,null,null,null,0,college-life-problems,31.0,2021-10-23,2022-07-14 13:43:13.166493,Utkarsh,Mindset_Mentorship
70801,747173110108782643,Kishlay#5029,2021-10-23 02:11:00,Meditation done !!,null,null,null,0,college-life-problems,18.0,2021-10-23,2022-07-14 13:43:13.171247,Utkarsh,Mindset_Mentorship
70802,811143997631758358,Explorin#4311,2021-10-23 02:13:00,"Meditation and workout done!

Learning: The degree of your inner peace is determined by your ability to let go of thoughts",null,💯 (3),null,3,college-life-problems,122.0,2021-10-23,2022-07-14 13:43:13.175879,Utkarsh,Mindset_Mentorship
70803,861866796977225769,himanshu#6252,2021-10-24 19:33:00,Hi! I am attending the Trading workshop. Please mention the books here!,null,null,null,0,finance,71.0,2021-10-24,2022-07-14 13:43:13.180226,Utkarsh,Career_Passion
70804,868781513385312256,jai2201#7481,2021-10-24 19:35:00,"Hey!!
I have a question regarding the brokers! What is a discount broker?
Also can someone tell me difference between HDFC and Zerodha as a broker?",null,null,null,0,finance,147.0,2021-10-24,2022-07-14 13:43:13.184481,Utkarsh,Career_Passion
70805,731603728293036055,Shlok#5529,2021-10-24 19:39:00,"Hi! Was bit late in joining the workshop. 

Can someone please tell me the difference between investing and trading?",null,null,null,0,finance,116.0,2021-10-24,2022-07-14 13:43:13.189017,Utkarsh,Career_Passion
70806,816363194699743262,Prashant Jindal#5435,2021-10-24 22:38:00,For Technical Analysis one can start with John Murphy. It is a great book.,null,null,null,0,finance,74.0,2021-10-24,2022-07-14 13:43:13.193750,Utkarsh,Career_Passion
70807,759817895714226207,rs sanyam#5581,2021-10-24 22:38:00,"Hey Prashant,
The session was very nice and I was planning to start paper money trading and you helped me do it. Thank you:)
I tried to explore the Tradingview platform. What I noticed is it doesn't limit my capital money instead limit my profit money which actually allows me to buy how much shares I want.  using this when I was facing loss, I bought a large number of shares at a low price to adjust my average which later on I sold on the whole and like this, I booked the profit of 60000000$ which is not at all possible in the practical world. 😦
Can I limit my capital money in this platform?",null,😮 (1),null,1,ask-anything,598.0,2021-10-24,2022-07-14 13:43:13.197971,Utkarsh,Institute_of_Dreamers
70808,816363194699743262,Prashant Jindal#5435,2021-10-24 22:39:00,Discount broker is a stockbroker or brokerage firm that charges a reduced commission on transactions but typically does not provide investment advice or other services.,null,null,null,0,finance,168.0,2021-10-24,2022-07-14 13:43:13.202093,Utkarsh,Career_Passion
70809,816363194699743262,Prashant Jindal#5435,2021-10-24 22:40:00,As such there might be difference in the fee that they take from (hdfc and zerodha) . Apart from that from trading experience there is as such no difference.,null,null,null,0,finance,157.0,2021-10-24,2022-07-14 13:43:13.206688,Utkarsh,Career_Passion
70810,816363194699743262,Prashant Jindal#5435,2021-10-24 22:41:00,"Yes, investing means holding your investments/positions for a relatively longer period of time while in trading the holding period in generally not too long.",null,null,null,0,finance,157.0,2021-10-24,2022-07-14 13:43:13.211265,Utkarsh,Career_Passion
70811,759817895714226207,rs sanyam#5581,2021-10-24 22:41:00,"For Example: I bought a share at 600$ and I saw that the price is moving down and it's around 450$ now. So, now I bought additional 19 shares at 450$ and now my average is 457.5$ and then I sold all the 20 shares at 500$.
This is good but in practical life, I will be having limited amount of cash. In paper-money trading, I have done this in large scale.",null,null,null,0,ask-anything,355.0,2021-10-24,2022-07-14 13:43:13.215791,Utkarsh,Institute_of_Dreamers
70812,816363194699743262,Prashant Jindal#5435,2021-10-24 22:42:00,In personal trading you will not have this much capital.,null,null,null,0,ask-anything,56.0,2021-10-24,2022-07-14 13:43:13.220234,Utkarsh,Institute_of_Dreamers
70813,816363194699743262,Prashant Jindal#5435,2021-10-24 22:42:00,That is the reason you can buy such large quantities,null,null,null,0,ask-anything,52.0,2021-10-24,2022-07-14 13:43:13.224901,Utkarsh,Institute_of_Dreamers
70814,816363194699743262,Prashant Jindal#5435,2021-10-24 22:42:00,In paper trading you have been given 1 lakh dollars,null,null,null,0,ask-anything,51.0,2021-10-24,2022-07-14 13:43:13.229216,Utkarsh,Institute_of_Dreamers
70815,816363194699743262,Prashant Jindal#5435,2021-10-24 22:42:00,Sanyam,null,null,null,0,ask-anything,6.0,2021-10-24,2022-07-14 13:43:13.233742,Utkarsh,Institute_of_Dreamers
70816,816363194699743262,Prashant Jindal#5435,2021-10-24 22:42:00,Yes true,null,null,null,0,ask-anything,8.0,2021-10-24,2022-07-14 13:43:13.238014,Utkarsh,Institute_of_Dreamers
70817,816363194699743262,Prashant Jindal#5435,2021-10-24 22:43:00,For 20 shares you need 20*450$,null,null,null,0,ask-anything,30.0,2021-10-24,2022-07-14 13:43:13.242285,Utkarsh,Institute_of_Dreamers
70818,816363194699743262,Prashant Jindal#5435,2021-10-24 22:43:00,Around 9000$,null,null,null,0,ask-anything,12.0,2021-10-24,2022-07-14 13:43:13.246739,Utkarsh,Institute_of_Dreamers
70819,759817895714226207,rs sanyam#5581,2021-10-24 22:43:00,how?,null,null,null,0,ask-anything,4.0,2021-10-24,2022-07-14 13:43:13.251159,Utkarsh,Institute_of_Dreamers
70820,759817895714226207,rs sanyam#5581,2021-10-24 22:43:00,"Sir, I have bought 100000 bitcoins each of value 60000$",null,null,null,0,ask-anything,55.0,2021-10-24,2022-07-14 13:43:13.255382,Utkarsh,Institute_of_Dreamers
70821,816363194699743262,Prashant Jindal#5435,2021-10-24 22:44:00,Using derivatives,null,null,null,0,ask-anything,17.0,2021-10-24,2022-07-14 13:43:13.259330,Utkarsh,Institute_of_Dreamers
70822,816363194699743262,Prashant Jindal#5435,2021-10-24 22:44:00,We have traded bitcoin future,null,null,null,0,ask-anything,29.0,2021-10-24,2022-07-14 13:43:13.264028,Utkarsh,Institute_of_Dreamers
70823,816363194699743262,Prashant Jindal#5435,2021-10-24 22:44:00,And to trade future you do not require entire capital,null,null,null,0,ask-anything,53.0,2021-10-24,2022-07-14 13:43:13.269261,Utkarsh,Institute_of_Dreamers
